frame_number,timestamp_seconds,x_meters,y_meters
111,5.590812934421275,-421.1975547327475,-290.584853292067
112,5.641180618515161,-421.72960730015626,-290.530543330131
113,5.691548302609046,-422.24718331373083,-290.4744526244609
114,5.7419159867029315,-422.76478458189916,-290.42524161592166
115,5.792283670796817,-423.28237615802453,-290.37339050943996
116,5.842651354890703,-423.8134048221986,-290.31883377488396
117,5.893019038984588,-424.32764069181604,-290.27232819235877
118,5.943386723078473,-424.849567114651,-290.21623581060817
119,5.993754407172358,-425.3605362419119,-290.170352024767
120,6.044122091266244,-425.87751979377964,-290.11715059547055
121,6.094489775360129,-426.39509576135424,-290.0702111991383
122,6.144857459454014,-426.90766922572396,-290.02187028746755
123,6.1952251435478995,-427.4161728416051,-289.96915148403923
124,6.245592827641786,-427.9303547705077,-289.9241801259987
125,6.295960511735671,-428.4366341705112,-289.87338701065073
126,6.346328195829556,-428.94893326899773,-289.82312011975137
127,6.396695879923441,-429.44308317152763,-289.7781056744078
128,6.447063564017327,-429.9497436256608,-289.73317802201666
129,6.497431248111212,-430.45287304783415,-289.68282105498764
130,6.547798932205097,-430.9558171326721,-289.64074004815365
131,6.5981666162989825,-431.4480387934115,-289.58753828435255
132,6.6485343003928685,-431.94754145793183,-289.54545311398545
133,6.698901984486754,-432.4429552608835,-289.4972055169137
134,6.749269668580639,-432.9392062645824,-289.4501710116444
135,6.799637352674524,-433.43142294668036,-289.3969695217573
136,6.85000503676841,-433.92847204861664,-289.35488859735426
137,6.900372720862295,-434.4230874575474,-289.3062044893848
138,6.95074040495618,-434.9163784105103,-289.2596079941828
139,7.001108089050065,-435.40753928218805,-289.20640708864914
140,7.0514757731439515,-435.9042919357917,-289.1601743353521
141,7.101843457237837,-436.39919177910076,-289.1111262109452
142,7.152211141331722,-436.8922059410317,-289.0591141406845
143,7.202578825425607,-437.39085652090006,-289.00472172437355
144,7.252946509519493,-437.89030572731957,-288.9580529547971
145,7.303314193613378,-438.3897208303973,-288.9094403785259
146,7.353681877707263,-438.88917281911665,-288.8569920518076
147,7.404049561801148,-439.388598716824,-288.8030347768298
148,7.454417245895034,-439.88805074871766,-288.755930268135
149,7.5047849299889196,-440.38746523800705,-288.6998402100176
150,7.555152614082805,-440.8939338778947,-288.64374385742263
151,7.60552029817669,-441.39524017829075,-288.5987745342148
152,7.655887982270576,-441.90024523138123,-288.5426785292061
153,7.706255666364461,-442.39965919157584,-288.4949381281298
154,7.756623350458346,-442.90626708565907,-288.4416137416825
155,7.806991034552231,-443.4005089115516,-288.3885289909921
156,7.857358718646117,-443.90520606451423,-288.34055181013235
157,7.9077264027400025,-444.40461887658955,-288.28446118406
158,7.958094086833888,-444.9040712577929,-288.22836657127476
159,8.008461770927774,-445.4057262800281,-288.17571595290366
160,8.058829455021659,-445.90603965015947,-288.12730345213936
161,8.109197139115544,-446.40832406612554,-288.07121228115426
162,8.159564823209429,-446.9017979467348,-288.0151178104226
163,8.209932507303314,-447.4012267107887,-287.962902465468
164,8.2603001913972,-447.9006684108981,-287.9140537610589
165,8.310667875491085,-448.4063423213726,-287.8579618585275
166,8.361035559584971,-448.8995386153613,-287.8018666984505
167,8.411403243678857,-449.3961739247233,-287.7500869665524
168,8.461770927772742,-449.8912004359879,-287.70080258755206
169,8.512138611866627,-450.3906163500319,-287.6447108611394
170,8.562506295960512,-450.88285932635404,-287.5886158333952
171,8.612873980054397,-451.3792087317116,-287.5325223403275
172,8.663241664148282,-451.8745144791065,-287.47642771851537
173,8.713609348242167,-452.36710509388973,-287.42033623517887
174,8.763977032336054,-452.8575018885231,-287.3753614648652
175,8.81434471642994,-453.3512125492897,-287.31926748314794
176,8.864712400523825,-453.845414357738,-287.2631730103638
177,8.91508008461771,-454.33574620260106,-287.20708161171734
178,8.965447768711595,-454.82618544554896,-287.1537107914897
179,9.01581545280548,-455.3202034931007,-287.1060043815947
180,9.066183136899365,-455.814138212921,-287.0499083682422
181,9.11655082099325,-456.3046527469406,-286.99381658993076
182,9.166918505087137,-456.8020506108795,-286.93771990039295
183,9.217286189181022,-457.30025330461194,-286.88768524115085
184,9.267653873274908,-457.7971616992599,-286.8366560691481
185,9.318021557368793,-458.2879605675343,-286.7805644951623
186,9.368389241462678,-458.78741192111835,-286.7244681764927
187,9.418756925556563,-459.2868582301882,-286.6748677927043
188,9.469124609650448,-459.78021357628205,-286.62340203040117
189,9.519492293744333,-460.2785049969379,-286.5673099494901
190,9.569859977838219,-460.7779530554719,-286.51525476957585
191,9.620227661932105,-461.2774324669571,-286.4662378298222
192,9.67059534602599,-461.7705184818492,-286.410142025216
193,9.720963030119876,-462.26909896072624,-286.355637397225
194,9.77133071421376,-462.7685555181699,-286.30907573171254
195,9.821698398307646,-463.2679937899545,-286.2603492404062
196,9.872066082401531,-463.76742366994927,-286.20801049889025
197,9.922433766495416,-464.26684708555064,-286.1630407636991
198,9.972801450589301,-464.7662980566287,-286.1118584288263
199,10.023169134683188,-465.26070183776517,-286.06197060142995
200,10.073536818777074,-465.75798874193185,-286.0165706059134
201,10.123904502870959,-466.2574098192727,-285.97449037923815
202,10.174272186964844,-466.7568530179738,-285.9324082431643
203,10.224639871058729,-467.2563122733877,-285.88208383817823
204,10.275007555152614,-467.75573993985853,-285.83712042607016
205,10.3253752392465,-468.2551653605866,-285.79503964560286
206,10.375742923340384,-468.75460851172517,-285.7529570614137
207,10.426110607434271,-469.25406110793796,-285.71087365705023
208,10.476478291528156,-469.7534867723341,-285.67991557685093
209,10.526845975622042,-470.2507533886848,-285.6378345996902
210,10.577213659715927,-470.74514642604885,-285.59575200389617
211,10.627581343809812,-471.24459067710393,-285.5536691369024
212,10.677949027903697,-471.74400951809685,-285.5115880775057
213,10.728316711997582,-472.24344665600404,-285.4695059377451
214,10.778684396091467,-472.7429067291367,-285.42742182041394
215,10.829052080185354,-473.24235672753196,-285.3853385072498
216,10.87941976427924,-473.74177838669056,-285.34325804318723
217,10.929787448373125,-474.2412188972637,-285.30117523951975
218,10.98015513246701,-474.7406750893611,-285.2590909449026
219,11.030522816560895,-475.23366675563005,-285.2170069883957
220,11.08089050065478,-475.73121449201125,-285.1749256161843
221,11.131258184748665,-476.22460004646206,-285.13284158759365
222,11.18162586884255,-476.71919256431437,-285.09828836266826
223,11.231993552936437,-477.2096077596021,-285.05979213967015
224,11.282361237030322,-477.70573966071316,-285.0177109154419
225,11.332728921124207,-478.19360355543046,-284.9756285907312
226,11.383096605218093,-478.68272162485255,-284.933545643796
227,11.433464289311978,-479.17104641441955,-284.89146231894523
228,11.483831973405863,-479.66138464656484,-284.8493818369758
229,11.534199657499748,-480.1517561901455,-284.80729821012466
230,11.584567341593633,-480.6366809225426,-284.76521496876836
231,11.63493502568752,-481.1252622405073,-284.7231342006656
232,11.685302709781405,-481.61361098305525,-284.68105406975087
233,11.73567039387529,-482.0987436013656,-284.6389718714608
234,11.786038077969176,-482.58909748943387,-284.5968893860199
235,11.83640576206306,-483.0790756279803,-284.5548056343957
236,11.886773446156946,-483.56259623686685,-284.51272554599115
237,11.937141130250831,-484.0529494192179,-284.4706430397346
238,11.987508814344716,-484.54329721885773,-284.41928456159883
239,12.037876498438603,-485.03299036289076,-284.37535382392207
240,12.088244182532488,-485.51679255260825,-284.3332732713982
241,12.138611866626373,-486.0115794010769,-284.29118913753155
242,12.188979550720259,-486.50472242847695,-284.2393939124814
243,12.239347234814144,-486.9950936738079,-284.19589821812684
244,12.289714918908029,-487.48542838062764,-284.1538171299964
245,12.340082603001914,-487.9805231868033,-284.1117303123908
246,12.390450287095799,-488.4733894782367,-284.0594970962238
247,12.440817971189686,-488.9649980937642,-284.01643868863715
248,12.491185655283571,-489.4613006610165,-283.9695513375302
249,12.541553339377456,-489.9566450820399,-283.9211491071423
250,12.591921023471341,-490.44921176681083,-283.87906638391587
251,12.642288707565227,-490.94680340142867,-283.825856319018
252,12.692656391659112,-491.4405339822346,-283.7837741358815
253,12.743024075752997,-491.9399959154058,-283.73355609747927
254,12.793391759846882,-492.43942773825745,-283.68847982986006
255,12.843759443940769,-492.9316722506645,-283.64360710150396
256,12.894127128034654,-493.4274053870541,-283.59318903513383
257,12.94449481212854,-493.9288816407321,-283.5425350504346
258,12.994862496222424,-494.4297494141093,-283.49756131307356
259,13.04523018031631,-494.92220676891776,-283.4446861682895
260,13.095597864410195,-495.4176581306022,-283.4026036495383
261,13.14596554850408,-495.9196866686563,-283.35151481336095
262,13.196333232597965,-496.4199879062677,-283.30654107893236
263,13.246700916691852,-496.91035324331426,-283.2541016341482
264,13.297068600785737,-497.40917180975833,-283.2054704528808
265,13.347436284879622,-497.90548045080465,-283.15880800472814
266,13.397803968973507,-498.4038160933044,-283.10560025179444
267,13.448171653067392,-498.90060291788353,-283.059420118091
268,13.498539337161278,-499.3909346547738,-283.0103092043887
269,13.548907021255163,-499.8940993384285,-282.9583479332052
270,13.599274705349048,-500.3932719800751,-282.9133738932288
271,13.649642389442935,-500.886586427589,-282.8618040304436
272,13.70001007353682,-501.38119164925394,-282.8123010042012
273,13.750377757630705,-501.8782619723042,-282.7665090003463
274,13.80074544172459,-502.37769078768974,-282.7133007821258
275,13.851113125818475,-502.8739455448504,-282.67121251255105
276,13.90148080991236,-503.369371977134,-282.62127166822637
277,13.951848494006246,-503.86882002259676,-282.5759187140842
278,14.00221617810013,-504.36661102586044,-282.5227111789357
279,14.052583862194016,-504.8604638943503,-282.4806262633715
280,14.102951546287903,-505.3598789716968,-282.43024971975996
281,14.153319230381788,-505.85928750526807,-282.38533162952984
282,14.203686914475673,-506.35345511330496,-282.3402985802838
283,14.254054598569558,-506.858204297223,-282.29003561509086
284,14.304422282663444,-507.35761796437583,-282.24795128260416
285,14.354789966757329,-507.85673888945604,-282.1947414692829
286,14.405157650851214,-508.35146813703676,-282.15265684381444
287,14.455525334945099,-508.855922802679,-282.1105699712656
288,14.505893019038986,-509.35533595160587,-282.059322738062
289,14.556260703132871,-509.8541819613526,-282.0152746913306
290,14.606628387226756,-510.3494869933142,-281.97318915939485
291,14.656996071320641,-510.85801759895656,-281.931100825423
292,14.707363755414526,-511.35407175063796,-281.8890168279398
293,14.757731439508412,-511.8597592540956,-281.8358038355246
294,14.808099123602297,-512.3619463961521,-281.7937178909111
295,14.858466807696182,-512.8658315173307,-281.75163138874444
296,14.908834491790069,-513.3717466983219,-281.70954667449547
297,14.959202175883954,-513.8719026968159,-281.6563354728797
298,15.009569859977839,-514.3774104450633,-281.61424894594614
299,15.059937544071724,-514.8900923391622,-281.57216125620073
300,15.11030522816561,-515.3918049687607,-281.53007639086593
301,15.160672912259495,-515.8941568164422,-281.4768645974589
302,15.21104059635338,-516.4051115360664,-281.4347762925524
303,15.261408280447265,-516.9097506444471,-281.3926879773002
304,15.311775964541152,-517.4182462175369,-281.33969577456713
305,15.362143648635037,-517.919585229297,-281.2973889142037
306,15.412511332728922,-518.4281022848421,-281.2553010063451
307,15.462879016822807,-518.9311439888886,-281.2132133805213
308,15.513246700916692,-519.4376248947505,-281.1711273949888
309,15.563614385010577,-519.9340438797755,-281.12592973750924
310,15.613982069104463,-520.4438682089458,-281.0758276706169
311,15.664349753198348,-520.9490652624481,-281.03373979750006
312,15.714717437292235,-521.4431447380208,-280.99165527171164
313,15.76508512138612,-521.9539861289895,-280.9495645781879
314,15.815452805480005,-522.4632495906377,-280.90747572436374
315,15.86582048957389,-522.9687257484053,-280.8653883524708
316,15.916188173667775,-523.4765210305319,-280.82330138576043
317,15.96655585776166,-523.9811916218285,-280.7851905618704
318,16.016923541855547,-524.4943442076419,-280.75024143644356
319,16.067291225949432,-524.996530221572,-280.7081543600398
320,16.117658910043318,-525.5103651491729,-280.66606680558283
321,16.168026594137203,-526.0155384647524,-280.62397762522824
322,16.218394278231088,-526.5283994512162,-280.5818885949282
323,16.268761962324973,-527.0369036167301,-280.5398014033812
324,16.319129646418858,-527.5526107346428,-280.49771345893924
325,16.369497330512743,-528.0642762014327,-280.455624062943
326,16.41986501460663,-528.5768682724857,-280.41353378779667
327,16.470232698700514,-529.0853776553762,-280.3714455022766
328,16.5206003827944,-529.5954378335467,-280.3293573551167
329,16.570968066888284,-530.1130448237516,-280.2872666967901
330,16.62133575098217,-530.625343971344,-280.2451771157925
331,16.671703435076054,-531.1410196670093,-280.20308846863503
332,16.722071119169943,-531.6460315866791,-280.1610000718689
333,16.772438803263828,-532.1653067264774,-280.11890807313733
334,16.822806487357713,-532.6794096919112,-280.0768176138855
335,16.8731741714516,-533.1828254736035,-280.03472972795214
336,16.923541855545484,-533.7052565058308,-279.9926390022877
337,16.97390953963937,-534.2177810773069,-279.95054732272956
338,17.024277223733254,-534.7295214543705,-279.90845667135676
339,17.07464490782714,-535.2385537630349,-279.8663677620934
340,17.125012591921024,-535.7561399230952,-279.82057082734866
341,17.17538027601491,-536.2737390523165,-279.7710634878596
342,17.225747960108794,-536.7852072675988,-279.72897185432316
343,17.27611564420268,-537.2953316248905,-279.6868833223735
344,17.326483328296565,-537.8166281625623,-279.64479288902584
345,17.37685101239045,-538.3297012693179,-279.60270239924233
346,17.427218696484335,-538.8473584414145,-279.56060663060344
347,17.47758638057822,-539.3649396521017,-279.5168272279471
348,17.52795406467211,-539.8825242705581,-279.46530350317573
349,17.578321748765994,-540.4001176079877,-279.4232126197375
350,17.62868943285988,-540.9110060819197,-279.3811218887681
351,17.679057116953764,-541.4352938057201,-279.3369065965783
352,17.72942480104765,-541.9496564795447,-279.28581574435725
353,17.779792485141535,-542.4684404033231,-279.24372241551976
354,17.83016016923542,-542.9811417159203,-279.20163046035816
355,17.880527853329305,-543.5057114635124,-279.1484169948297
356,17.93089553742319,-544.0268378934741,-279.10632530687866
357,17.981263221517075,-544.548102974403,-279.055892965435
358,18.03163090561096,-545.058576903037,-279.01101861284485
359,18.081998589704845,-545.583291666761,-278.9689282122681
360,18.13236627379873,-546.1008845839689,-278.920950393181
361,18.182733957892616,-546.6184747365318,-278.87362248561226
362,18.2331016419865,-547.1292266360043,-278.8315306806577
363,18.283469326080386,-547.6514324072049,-278.7860082372555
364,18.333837010174275,-548.164050984799,-278.73622563685876
365,18.38420469426816,-548.6816451818576,-278.69413422130174
366,18.434572378362045,-549.1848465730341,-278.6510633223492
367,18.48494006245593,-549.6999129271154,-278.5988294015312
368,18.535307746549815,-550.2128018285281,-278.55673862498355
369,18.5856754306437,-550.7178804953245,-278.51464886048853
370,18.636043114737586,-551.2263718273136,-278.47114250363165
371,18.68641079883147,-551.7411562604597,-278.41934347841715
372,18.736778482925356,-552.2496898047048,-278.37725065510955
373,18.78714616701924,-552.7582076465206,-278.335159234395
374,18.837513851113126,-553.259525586306,-278.2819445374561
375,18.88788153520701,-553.7680184871508,-278.2398548370835
376,18.938249219300896,-554.2765385045615,-278.1977632691577
377,18.98861690339478,-554.7850455317116,-278.1451539462499
378,19.038984587488667,-555.2878479688748,-278.10245738784613
379,19.089352271582552,-555.79871346605,-278.06036736274297
380,19.139719955676437,-556.3086100315853,-278.0102102211597
381,19.190087639770326,-556.8119977995134,-277.9650611662017
382,19.24045532386421,-557.3149804476462,-277.9229684755972
383,19.290823007958096,-557.8289182141705,-277.88087797757686
384,19.34119069205198,-558.3374449916373,-277.8387852125111
385,19.391558376145866,-558.8457743721985,-277.7855708156865
386,19.44192606023975,-559.3472746459643,-277.74347805843547
387,19.492293744333637,-559.8557699456542,-277.7013876400189
388,19.54266142842752,-560.3643188124362,-277.6592926968635
389,19.593029112521407,-560.8584085472258,-277.6060796824472
390,19.643396796615292,-561.3669381034451,-277.5639866456817
391,19.693764480709177,-561.8712331857093,-277.5218967869275
392,19.744132164803062,-562.3707140504289,-277.47980188308566
393,19.794499848896947,-562.8694045002992,-277.4265884945831
394,19.844867532990833,-563.364994287604,-277.3844968782013
395,19.895235217084718,-563.8645200460375,-277.33548860500514
396,19.945602901178603,-564.3612571234564,-277.28919176771745
397,19.99597058527249,-564.8534739925972,-277.24552630826366
398,20.046338269366377,-565.350027610393,-277.19388719005485
399,20.096705953460262,-565.8403609842402,-277.15179890556726
400,20.147073637554147,-566.3240911971806,-277.109708015749
401,20.197441321648032,-566.8151668196521,-277.05649518512183
402,20.247809005741917,-567.3082564228097,-277.0144037461954
403,20.298176689835802,-567.7945565281984,-276.9645247712513
404,20.348544373929688,-568.2780010162993,-276.91910120309103
405,20.398912058023573,-568.7680591162141,-276.87456434783024
406,20.449279742117458,-569.2584217008643,-276.8237965226818
407,20.499647426211343,-569.7434220316343,-276.78170830589823
408,20.550015110305228,-570.2319404866223,-276.72849689786676
409,20.600382794399113,-570.7222825467625,-276.683517620017
410,20.650750478493,-571.2126418766993,-276.63318618009225
411,20.701118162586884,-571.7085893855702,-276.58243385731004
412,20.75148584668077,-572.1936473360114,-276.5374492191107
413,20.801853530774657,-572.6930828244749,-276.4813439292716
414,20.852221214868543,-573.1885272723938,-276.4314462129163
415,20.902588898962428,-573.6847585255273,-276.38025649004885
416,20.952956583056313,-574.1770009034932,-276.33527356368893
417,21.003324267150198,-574.6788478886748,-276.27917034663477
418,21.053691951244083,-575.1830402615212,-276.2297119075436
419,21.10405963533797,-575.6762720961794,-276.17808813333437
420,21.154427319431854,-576.1755273783787,-276.1219818260193
421,21.20479500352574,-576.6813250466715,-276.0700668486341
422,21.255162687619624,-577.1853626062558,-276.0208920349128
423,21.30553037171351,-577.6809334969254,-275.96478977980144
424,21.355898055807394,-578.1868225013883,-275.90868424357683
425,21.40626573990128,-578.6892544336373,-275.8572051656321
426,21.456633423995164,-579.18803291993,-275.8075964255849
427,21.50700110808905,-579.6851076230868,-275.7514938427395
428,21.557368792182935,-580.1917866228257,-275.6975560440837
429,21.607736476276823,-580.6912246177868,-275.65040075710255
430,21.65810416037071,-581.1855102533743,-275.59429520415785
431,21.708471844464594,-581.6828683242517,-275.5490338362427
432,21.75883952855848,-582.1823153403618,-275.4932080590444
433,21.809207212652364,-582.6782008732973,-275.44259993415363
434,21.85957489674625,-583.1685688394856,-275.39211772976194
435,21.909942580840134,-583.6662102561112,-275.34713750878313
436,21.96031026493402,-584.163708826785,-275.2940729463525
437,22.010677949027905,-584.6540575064258,-275.246045609207
438,22.06104563312179,-585.1444041379218,-275.1987658431092
439,22.111413317215675,-585.6423317198675,-275.1560833798021
440,22.16178100130956,-586.1395208607092,-275.10345689734464
441,22.212148685403445,-586.6298712774437,-275.061364546869
442,22.26251636949733,-587.1202168268579,-275.019272497174
443,22.312884053591215,-587.6112205761297,-274.9761548874501
444,22.3632517376851,-588.1081362024852,-274.9239626066915
445,22.41361942177899,-588.6029000386822,-274.88186940013986
446,22.463987105872874,-589.0897631488165,-274.8494736211829
447,22.51435478996676,-589.5873293746071,-274.8088085790966
448,22.564722474060645,-590.0839486263706,-274.76671487703766
449,22.61509015815453,-590.5743248124692,-274.72462030375544
450,22.665457842248415,-591.0646821370204,-274.6825268406961
451,22.7158255263423,-591.5562545055861,-274.64043491510904
452,22.766193210436185,-592.0557166918874,-274.60312776074517
453,22.81656089453007,-592.5452089231533,-274.5673682624126
454,22.866928578623956,-593.0401704948548,-274.52527547908744
455,22.91729626271784,-593.5395957974785,-274.4855170589183
456,22.967663946811726,-594.0356689824304,-274.4522100470079
457,23.01803163090561,-594.5260277803045,-274.4101166029288
458,23.068399314999496,-595.0235006020011,-274.3680237982143
459,23.11876699909338,-595.517514173164,-274.33705437389585
460,23.169134683187266,-596.0187106349364,-274.2949585357127
461,23.21950236728115,-596.5090661096825,-274.2528651954185
462,23.26987005137504,-596.9998160745207,-274.21109001686267
463,23.320237735468925,-597.5041696697318,-274.17980270806845
464,23.37060541956281,-597.9984792599435,-274.13770848496995
465,23.420973103656696,-598.4921148985153,-274.0956126634886
466,23.47134078775058,-598.9834342503938,-274.0542729943597
467,23.521708471844466,-599.4872280478454,-274.0225486405272
468,23.57207615593835,-599.981830221425,-273.98045371352396
469,23.622443840032236,-600.4752098513254,-273.9383554319229
470,23.67281152412612,-600.9743085199606,-273.89626142718805
471,23.723179208220007,-601.4801802352839,-273.85416645730635
472,23.77354689231389,-601.9796286816181,-273.8120705728482
473,23.823914576407777,-602.472686160685,-273.7699754569932
474,23.874282260501662,-602.979550323346,-273.7278815246589
475,23.924649944595547,-603.4851235996998,-273.685787275606
476,23.975017628689432,-603.9845459171264,-273.6436934074083
477,24.025385312783317,-604.4839944462519,-273.6015977546925
478,24.075752996877206,-604.9919522994434,-273.5483801883795
479,24.12612068097109,-605.5004647778107,-273.50628458551375
480,24.176488365064976,-606.0039010607686,-273.4641891595165
481,24.22685604915886,-606.5103040073396,-273.4220920277582
482,24.277223733252747,-607.0204143340641,-273.36887415872866
483,24.327591417346632,-607.5345161911799,-273.32677756121956
484,24.377959101440517,-608.0430327422176,-273.2764045835888
485,24.428326785534402,-608.5515612433262,-273.2314603247516
486,24.478694469628287,-609.0619539588988,-273.1864330609909
487,24.529062153722172,-609.5757787033828,-273.1361450288676
488,24.579429837816058,-610.0842950176484,-273.08533574976946
489,24.629797521909943,-610.5931410729431,-273.04034701421716
490,24.680165206003828,-611.1085300623959,-272.9876075083405
491,24.730532890097713,-611.6170644071136,-272.94550928702967
492,24.780900574191598,-612.1255845789821,-272.8942634235617
493,24.831268258285483,-612.6347108627865,-272.85019053863874
494,24.881635942379372,-613.1498181313011,-272.8042901935576
495,24.932003626473257,-613.6626759040677,-272.75487432155603
496,24.982371310567142,-614.1678429689413,-272.71277797475705
